Season,TeamID,Score,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,Opp_Score,Opp_FGM,Opp_FGA,Opp_FGM3,Opp_FGA3,Opp_FTM,Opp_FTA,Opp_OR,Opp_DR,Opp_Ast,Opp_TO,Opp_Stl,Opp_Blk,Opp_PF,Poss,OppPoss,Games,Wins,Avg_Off_Eff,Avg_Def_Eff,Net_Rating,EFG_Pct,TO_Rate,OR_Pct,Win_Pct,Overall_Win_Pct,Avg_Score,Avg_FGM,Avg_FGA,Avg_FGM3,Avg_FGA3,Avg_FTM,Avg_FTA,Avg_OR,Avg_DR,Avg_Ast,Avg_TO,Avg_Stl,Avg_Blk,Avg_PF,Avg_Opp_Score,Avg_Opp_FGM,Avg_Opp_FGA,Avg_Opp_FGM3,Avg_Opp_FGA3,Avg_Opp_FTM,Avg_Opp_FTA,Avg_Opp_OR,Avg_Opp_DR,Avg_Opp_Ast,Avg_Opp_TO,Avg_Opp_Stl,Avg_Opp_Blk,Avg_Opp_PF,Home_Win_Pct,Away_Win_Pct,Last_14_Days_Win_Pct,End_Season_Elo,seed
1994,1610612749,8146.0,3022.0,6586.0,494.0,1349.0,1608.0,2259.0,1063.0,2187.0,1737.0,1342.0,674.0,359.0,1858.0,8504.0,3248.0,6589.0,491.0,1242.0,1517.0,2081.0,1014.0,2337.0,2103.0,1318.0,770.0,407.0,1973.0,7938.025,7881.475,82,34,102.61998419002208,107.89858497299045,-5.278600782968368,0.496355906468266,0.16905968424135728,0.3126470588235294,0.4146341463414634,0.4146341463414634,99.34146341463415,36.853658536585364,80.3170731707317,6.024390243902439,16.451219512195124,19.609756097560975,27.548780487804876,12.963414634146341,26.670731707317074,21.182926829268293,16.365853658536587,8.21951219512195,4.378048780487805,22.658536585365855,103.70731707317073,39.609756097560975,80.35365853658537,5.987804878048781,15.146341463414634,18.5,25.378048780487806,12.365853658536585,28.5,25.646341463414632,16.073170731707318,9.390243902439025,4.963414634146342,24.0609756097561,0.5365853658536586,0.2926829268292683,0.625,1428.6384595163045,20
1994,1610612750,7726.0,2792.0,6219.0,318.0,1016.0,1824.0,2355.0,883.0,2090.0,1780.0,1334.0,609.0,402.0,2074.0,8464.0,3088.0,6509.0,468.0,1243.0,1820.0,2491.0,1169.0,2305.0,2069.0,1281.0,703.0,512.0,1982.0,7788.625,7804.225,82,21,99.19594280120046,108.45407455576948,-9.258131754569021,0.4745135873934716,0.17127541767641913,0.2769761606022585,0.25609756097560976,0.25609756097560976,94.21951219512195,34.048780487804876,75.84146341463415,3.8780487804878048,12.390243902439025,22.24390243902439,28.71951219512195,10.768292682926829,25.48780487804878,21.70731707317073,16.26829268292683,7.426829268292683,4.902439024390244,25.29268292682927,103.21951219512195,37.65853658536585,79.3780487804878,5.7073170731707314,15.158536585365853,22.195121951219512,30.378048780487806,14.25609756097561,28.109756097560975,25.23170731707317,15.621951219512194,8.573170731707316,6.2439024390243905,24.170731707317074,0.3170731707317073,0.1951219512195122,0.125,1310.6547599114576,26
1994,1610612751,8042.0,2939.0,6738.0,414.0,1297.0,1750.0,2305.0,1213.0,2569.0,1884.0,1250.0,544.0,548.0,1844.0,8299.0,3182.0,6904.0,440.0,1176.0,1495.0,2073.0,1056.0,2435.0,1826.0,1072.0,733.0,440.0,1911.0,7869.875,7904.675,82,30,102.18713766101747,104.98850363866951,-2.80136597765204,0.46690412585336893,0.15883352658079067,0.3325109649122807,0.36585365853658536,0.36585365853658536,98.07317073170732,35.84146341463415,82.17073170731707,5.048780487804878,15.817073170731707,21.341463414634145,28.109756097560975,14.792682926829269,31.329268292682926,22.975609756097562,15.24390243902439,6.634146341463414,6.682926829268292,22.48780487804878,101.20731707317073,38.80487804878049,84.1951219512195,5.365853658536586,14.341463414634147,18.23170731707317,25.28048780487805,12.878048780487806,29.695121951219512,22.26829268292683,13.073170731707316,8.939024390243903,5.365853658536586,23.304878048780488,0.4878048780487805,0.24390243902439024,0.2857142857142857,1376.9567044047674,22
1994,1610612752,9080.0,3353.0,7159.0,611.0,1633.0,1763.0,2421.0,1036.0,2770.0,2305.0,1446.0,668.0,456.0,2406.0,8782.0,3132.0,7178.0,447.0,1311.0,2071.0,2795.0,1137.0,2596.0,1789.0,1393.0,713.0,357.0,2198.0,8718.975,8761.625,93,61,104.14068167416468,100.23254818598149,3.9081334881831964,0.5110350607626764,0.16584518248991423,0.2852422907488987,0.6559139784946236,0.6559139784946236,97.63440860215054,36.053763440860216,76.97849462365592,6.56989247311828,17.559139784946236,18.956989247311828,26.032258064516128,11.13978494623656,29.78494623655914,24.78494623655914,15.548387096774194,7.182795698924731,4.903225806451613,25.870967741935484,94.43010752688173,33.67741935483871,77.18279569892474,4.806451612903226,14.096774193548388,22.268817204301076,30.053763440860216,12.225806451612904,27.913978494623656,19.236559139784948,14.978494623655914,7.666666666666667,3.838709677419355,23.634408602150536,0.6808510638297872,0.6304347826086957,0.42857142857142855,1632.041544301658,7
1994,1610612753,11242.0,4242.0,8523.0,701.0,1862.0,2057.0,3076.0,1418.0,3033.0,2769.0,1563.0,825.0,598.0,2228.0,10636.0,4002.0,8771.0,609.0,1603.0,2023.0,2714.0,1423.0,2808.0,2476.0,1438.0,851.0,453.0,2466.0,10129.1,10075.15,103,68,110.98715581838465,105.56666650124316,5.420489317141488,0.5388360905784348,0.15430788520204164,0.3355418835778514,0.6601941747572816,0.6601941747572816,109.14563106796116,41.18446601941748,82.74757281553399,6.805825242718447,18.07766990291262,19.97087378640777,29.864077669902912,13.766990291262136,29.446601941747574,26.883495145631066,15.174757281553399,8.009708737864077,5.805825242718447,21.631067961165048,103.2621359223301,38.85436893203884,85.15533980582525,5.912621359223301,15.563106796116505,19.640776699029125,26.349514563106798,13.815533980582524,27.262135922330096,24.038834951456312,13.96116504854369,8.262135922330097,4.398058252427185,23.941747572815533,0.8846153846153846,0.43137254901960786,0.2857142857142857,1594.5040123081917,6
1994,1610612754,9813.0,3560.0,7505.0,468.0,1246.0,2225.0,2947.0,1278.0,2767.0,2228.0,1571.0,796.0,421.0,2398.0,9490.0,3511.0,7651.0,627.0,1661.0,1841.0,2579.0,1227.0,2582.0,2166.0,1525.0,823.0,505.0,2524.0,9197.825,9174.025,99,62,106.68826597592364,103.44423521845647,3.244030757467172,0.5055296469020653,0.1708012492083726,0.3310880829015544,0.6262626262626263,0.6262626262626263,99.12121212121212,35.95959595959596,75.8080808080808,4.7272727272727275,12.585858585858587,22.474747474747474,29.767676767676768,12.909090909090908,27.949494949494948,22.505050505050505,15.868686868686869,8.04040404040404,4.252525252525253,24.22222222222222,95.85858585858585,35.464646464646464,77.28282828282828,6.333333333333333,16.77777777777778,18.595959595959595,26.050505050505052,12.393939393939394,26.08080808080808,21.87878787878788,15.404040404040405,8.313131313131313,5.101010101010101,25.494949494949495,0.8163265306122449,0.44,0.5,1627.9683112935481,8
1994,1610612755,7820.0,2949.0,6577.0,355.0,936.0,1567.0,2125.0,1105.0,2230.0,1566.0,1300.0,643.0,576.0,1835.0,8236.0,3100.0,6663.0,467.0,1287.0,1569.0,2057.0,1143.0,2317.0,1992.0,1257.0,712.0,422.0,1859.0,7781.375,7754.075,82,24,100.49637756823185,106.21511914702914,-5.718741578797292,0.4753687091379048,0.1670655893078023,0.3229105786090006,0.2926829268292683,0.2926829268292683,95.36585365853658,35.96341463414634,80.20731707317073,4.329268292682927,11.414634146341463,19.109756097560975,25.914634146341463,13.475609756097562,27.195121951219512,19.097560975609756,15.853658536585366,7.841463414634147,7.024390243902439,22.378048780487806,100.4390243902439,37.80487804878049,81.2560975609756,5.695121951219512,15.695121951219512,19.134146341463413,25.085365853658537,13.939024390243903,28.25609756097561,24.29268292682927,15.329268292682928,8.682926829268293,5.146341463414634,22.670731707317074,0.34146341463414637,0.24390243902439024,0.42857142857142855,1329.6775372850013,25
1994,1610612756,10183.0,3748.0,7779.0,648.0,1769.0,2039.0,2681.0,1152.0,2730.0,2415.0,1268.0,751.0,344.0,2085.0,9824.0,3714.0,7786.0,602.0,1752.0,1794.0,2425.0,1141.0,2713.0,2393.0,1352.0,729.0,439.0,2290.0,9168.475,9148.875,92,65,111.06536256029491,107.37932259430805,3.686039965986865,0.5234605990487209,0.13829998991108117,0.2980595084087969,0.7065217391304348,0.7065217391304348,110.68478260869566,40.73913043478261,84.55434782608695,7.043478260869565,19.22826086956522,22.16304347826087,29.141304347826086,12.521739130434783,29.67391304347826,26.25,13.782608695652174,8.16304347826087,3.739130434782609,22.66304347826087,106.78260869565217,40.369565217391305,84.6304347826087,6.543478260869565,19.043478260869566,19.5,26.358695652173914,12.402173913043478,29.48913043478261,26.01086956521739,14.695652173913043,7.923913043478261,4.771739130434782,24.891304347826086,0.7659574468085106,0.6444444444444445,0.42857142857142855,1653.4227815700885,4
1994,1610612757,8756.0,3332.0,7374.0,478.0,1309.0,1614.0,2325.0,1386.0,2517.0,1910.0,1210.0,686.0,476.0,2110.0,8487.0,3067.0,6690.0,465.0,1245.0,1888.0,2494.0,914.0,2390.0,1846.0,1300.0,656.0,413.0,2020.0,8302.375,8260.65,85,44,105.46379800960568,102.74009914474043,2.7236988648652556,0.4842690534309737,0.1457414294102591,0.3670550847457627,0.5176470588235295,0.5176470588235295,103.01176470588236,39.2,86.75294117647059,5.623529411764705,15.4,18.988235294117647,27.352941176470587,16.305882352941175,29.611764705882354,22.470588235294116,14.235294117647058,8.070588235294117,5.6,24.823529411764707,99.84705882352941,36.082352941176474,78.70588235294117,5.470588235294118,14.647058823529411,22.211764705882352,29.341176470588234,10.75294117647059,28.11764705882353,21.71764705882353,15.294117647058824,7.7176470588235295,4.858823529411764,23.764705882352942,0.6190476190476191,0.4186046511627907,0.42857142857142855,1520.5214417784998,13
1994,1610612758,8056.0,3025.0,6463.0,359.0,1037.0,1647.0,2317.0,1073.0,2325.0,1824.0,1398.0,650.0,457.0,2040.0,8138.0,2964.0,6549.0,377.0,1240.0,1833.0,2473.0,1145.0,2268.0,1820.0,1303.0,756.0,515.0,2033.0,7888.575,7881.675,82,39,102.12237317893282,103.25216403873543,-1.1297908598026112,0.49582237351075353,0.17721831889789982,0.32116132894343014,0.47560975609756095,0.47560975609756095,98.2439024390244,36.890243902439025,78.8170731707317,4.378048780487805,12.646341463414634,20.085365853658537,28.25609756097561,13.085365853658537,28.353658536585368,22.24390243902439,17.048780487804876,7.926829268292683,5.573170731707317,24.878048780487806,99.2439024390244,36.146341463414636,79.86585365853658,4.597560975609756,15.121951219512194,22.353658536585368,30.158536585365855,13.963414634146341,27.658536585365855,22.195121951219512,15.890243902439025,9.21951219512195,6.280487804878049,24.79268292682927,0.6585365853658537,0.2926829268292683,0.5,1466.1103111354914,17
1994,1610612759,10219.0,3767.0,7874.0,494.0,1337.0,2191.0,2954.0,1230.0,3134.0,2241.0,1420.0,763.0,532.0,2213.0,9659.0,3689.0,8183.0,514.0,1538.0,1767.0,2465.0,1203.0,2725.0,2212.0,1344.0,742.0,515.0,2461.0,9467.15,9494.875,97,71,107.941671992099,101.72856409378743,6.213107898311577,0.5097790195580392,0.14999234194028827,0.3109987357774968,0.7319587628865979,0.7319587628865979,105.35051546391753,38.83505154639175,81.17525773195877,5.092783505154639,13.783505154639176,22.587628865979383,30.45360824742268,12.68041237113402,32.30927835051546,23.103092783505154,14.639175257731958,7.865979381443299,5.484536082474227,22.814432989690722,99.57731958762886,38.03092783505155,84.36082474226804,5.298969072164948,15.855670103092784,18.216494845360824,25.412371134020617,12.402061855670103,28.09278350515464,22.804123711340207,13.855670103092784,7.649484536082475,5.309278350515464,25.371134020618555,0.7551020408163265,0.7083333333333334,0.42857142857142855,1710.2144681533184,2
1994,1610612760,9444.0,3453.0,7063.0,521.0,1377.0,2017.0,2660.0,1126.0,2446.0,2219.0,1321.0,954.0,413.0,2170.0,8758.0,3136.0,6927.0,554.0,1607.0,1932.0,2633.0,1109.0,2306.0,1927.0,1488.0,678.0,520.0,2126.0,8521.5,8556.675,86,58,110.82555888047878,102.3528414950901,8.472717385388677,0.5257680872150644,0.15501965616382093,0.3280885780885781,0.6744186046511628,0.6744186046511628,109.81395348837209,40.151162790697676,82.12790697674419,6.058139534883721,16.011627906976745,23.453488372093023,30.930232558139537,13.093023255813954,28.441860465116278,25.802325581395348,15.36046511627907,11.093023255813954,4.8023255813953485,25.232558139534884,101.83720930232558,36.46511627906977,80.54651162790698,6.441860465116279,18.686046511627907,22.46511627906977,30.61627906976744,12.895348837209303,26.813953488372093,22.406976744186046,17.302325581395348,7.883720930232558,6.046511627906977,24.72093023255814,0.7674418604651163,0.5813953488372093,0.2857142857142857,1630.8961625967695,5
1994,1610612762,9246.0,3425.0,6714.0,332.0,870.0,2064.0,2655.0,925.0,2541.0,2376.0,1308.0,798.0,410.0,2180.0,8611.0,3029.0,6629.0,593.0,1530.0,1960.0,2643.0,950.0,2263.0,1830.0,1373.0,680.0,458.0,2186.0,8358.125,8307.425,87,62,110.62289688177671,103.65426109775294,6.968635784023775,0.5348525469168901,0.15649442907350633,0.2901505646173149,0.7126436781609196,0.7126436781609196,106.27586206896552,39.367816091954026,77.17241379310344,3.8160919540229883,10.0,23.724137931034484,30.517241379310345,10.632183908045977,29.20689655172414,27.310344827586206,15.03448275862069,9.172413793103448,4.712643678160919,25.057471264367816,98.97701149425288,34.81609195402299,76.19540229885058,6.816091954022989,17.586206896551722,22.528735632183906,30.379310344827587,10.919540229885058,26.011494252873565,21.03448275862069,15.781609195402298,7.816091954022989,5.264367816091954,25.126436781609197,0.7727272727272727,0.6511627906976745,0.5,1660.3585411189279,3
1994,1610612764,8242.0,3176.0,6899.0,433.0,1264.0,1457.0,2013.0,1044.0,2219.0,1749.0,1270.0,648.0,404.0,1949.0,8701.0,3246.0,6768.0,438.0,1145.0,1771.0,2315.0,1107.0,2521.0,1959.0,1312.0,701.0,446.0,1775.0,8081.175,8072.625,82,21,101.99011901115864,107.78402316470788,-5.793904153549235,0.491737933033773,0.15715536416424591,0.29284712482468445,0.25609756097560976,0.25609756097560976,100.51219512195122,38.73170731707317,84.13414634146342,5.280487804878049,15.414634146341463,17.76829268292683,24.548780487804876,12.731707317073171,27.0609756097561,21.329268292682926,15.487804878048781,7.902439024390244,4.926829268292683,23.76829268292683,106.10975609756098,39.58536585365854,82.53658536585365,5.341463414634147,13.963414634146341,21.597560975609756,28.23170731707317,13.5,30.74390243902439,23.890243902439025,16.0,8.548780487804878,5.439024390243903,21.646341463414632,0.3170731707317073,0.1951219512195122,0.375,1297.0359075321533,26
1994,1610612765,8053.0,3060.0,6633.0,494.0,1396.0,1439.0,1941.0,958.0,2204.0,1872.0,1286.0,705.0,420.0,2151.0,8651.0,3120.0,6558.0,448.0,1235.0,1963.0,2720.0,1147.0,2432.0,2013.0,1248.0,693.0,439.0,1746.0,7882.975,7951.0,82,28,102.1568633669395,108.80392403471262,-6.647060667773118,0.49856776722448365,0.16313637934916703,0.2825958702064897,0.34146341463414637,0.34146341463414637,98.20731707317073,37.31707317073171,80.89024390243902,6.024390243902439,17.024390243902438,17.548780487804876,23.670731707317074,11.682926829268293,26.878048780487806,22.829268292682926,15.682926829268293,8.597560975609756,5.121951219512195,26.23170731707317,105.5,38.048780487804876,79.97560975609755,5.463414634146342,15.060975609756097,23.9390243902439,33.170731707317074,13.987804878048781,29.658536585365855,24.548780487804876,15.21951219512195,8.451219512195122,5.353658536585366,21.29268292682927,0.5365853658536586,0.14634146341463414,0.125,1356.858395879091,23
1994,1610612766,8619.0,3177.0,6735.0,581.0,1476.0,1684.0,2162.0,886.0,2490.0,2157.0,1223.0,644.0,419.0,1779.0,8365.0,3235.0,7115.0,459.0,1354.0,1436.0,1946.0,1149.0,2470.0,1991.0,1248.0,563.0,381.0,1967.0,8098.95,8138.35,86,51,106.42120274850444,102.78496255383462,3.636240194669824,0.5148478099480327,0.15100722933219737,0.26400476758045294,0.5930232558139535,0.5930232558139535,100.22093023255815,36.94186046511628,78.31395348837209,6.755813953488372,17.162790697674417,19.58139534883721,25.13953488372093,10.30232558139535,28.953488372093023,25.08139534883721,14.220930232558139,7.488372093023256,4.872093023255814,20.686046511627907,97.26744186046511,37.616279069767444,82.73255813953489,5.337209302325581,15.744186046511627,16.697674418604652,22.627906976744185,13.36046511627907,28.72093023255814,23.151162790697676,14.511627906976743,6.546511627906977,4.430232558139535,22.872093023255815,0.6976744186046512,0.4883720930232558,0.2857142857142857,1547.63977046408,10
1994,1610616833,224.0,88.0,184.0,16.0,44.0,32.0,56.0,26.0,56.0,66.0,40.0,20.0,12.0,34.0,278.0,118.0,222.0,16.0,54.0,26.0,38.0,44.0,74.0,88.0,30.0,30.0,14.0,34.0,224.6,226.05,2,0,99.73285841495994,122.9816412298164,-23.24878281485647,0.5217391304347826,0.17809439002671415,0.26,0.0,0.0,112.0,44.0,92.0,8.0,22.0,16.0,28.0,13.0,28.0,33.0,20.0,10.0,6.0,17.0,139.0,59.0,111.0,8.0,27.0,13.0,19.0,22.0,37.0,44.0,15.0,15.0,7.0,17.0,0.0,,0.0,1476.1101103133742,29
1994,1610616834,278.0,118.0,222.0,16.0,54.0,26.0,38.0,44.0,74.0,88.0,30.0,30.0,14.0,34.0,224.0,88.0,184.0,16.0,44.0,32.0,56.0,26.0,56.0,66.0,40.0,20.0,12.0,34.0,226.05,224.6,2,2,122.9816412298164,99.73285841495994,23.24878281485647,0.5675675675675675,0.13271400132714,0.44,1.0,1.0,139.0,59.0,111.0,8.0,27.0,13.0,19.0,22.0,37.0,44.0,15.0,15.0,7.0,17.0,112.0,44.0,92.0,8.0,22.0,16.0,28.0,13.0,28.0,33.0,20.0,10.0,6.0,17.0,,1.0,1.0,1523.8898896866258,1
1995,1610612737,8059.0,2985.0,6665.0,566.0,1595.0,1523.0,2012.0,1182.0,2148.0,1609.0,1183.0,771.0,319.0,1714.0,7959.0,3044.0,6419.0,479.0,1329.0,1392.0,1865.0,1054.0,2292.0,1841.0,1347.0,580.0,338.0,1807.0,7621.7,7597.875,82,46,105.73756511014602,104.75297369330241,0.9845914168436138,0.49032258064516127,0.1552147158770353,0.34024179620034545,0.5609756097560976,0.5609756097560976,98.28048780487805,36.40243902439025,81.28048780487805,6.902439024390244,19.451219512195124,18.573170731707318,24.536585365853657,14.414634146341463,26.195121951219512,19.621951219512194,14.426829268292684,9.402439024390244,3.8902439024390243,20.902439024390244,97.0609756097561,37.1219512195122,78.28048780487805,5.841463414634147,16.20731707317073,16.975609756097562,22.74390243902439,12.853658536585366,27.951219512195124,22.451219512195124,16.426829268292682,7.073170731707317,4.121951219512195,22.036585365853657,0.6341463414634146,0.4878048780487805,0.5714285714285714,1554.2544094665438,12
1995,1610612738,8495.0,3163.0,6942.0,539.0,1453.0,1630.0,2284.0,1050.0,2427.0,1792.0,1252.0,653.0,406.0,2041.0,8774.0,3296.0,6856.0,415.0,1162.0,1767.0,2366.0,1040.0,2590.0,1916.0,1287.0,667.0,489.0,1965.0,8228.9,8226.85,82,33,103.23372504222922,106.65078371430134,-3.417058672072116,0.4944540478248343,0.152146702475422,0.28846153846153844,0.4024390243902439,0.4024390243902439,103.59756097560975,38.573170731707314,84.65853658536585,6.573170731707317,17.71951219512195,19.878048780487806,27.853658536585368,12.804878048780488,29.597560975609756,21.853658536585368,15.268292682926829,7.963414634146342,4.951219512195122,24.890243902439025,107.0,40.19512195121951,83.60975609756098,5.060975609756097,14.170731707317072,21.548780487804876,28.853658536585368,12.682926829268293,31.585365853658537,23.365853658536587,15.695121951219512,8.134146341463415,5.963414634146342,23.963414634146343,0.43902439024390244,0.36585365853658536,0.5,1444.3186958862757,22
1995,1610612739,7473.0,2761.0,5998.0,596.0,1582.0,1355.0,1775.0,867.0,2055.0,1818.0,985.0,674.0,340.0,1685.0,7261.0,2674.0,5787.0,513.0,1322.0,1400.0,1844.0,874.0,2167.0,1818.0,1243.0,504.0,336.0,1667.0,6959.125,7031.9,82,47,107.38418982271479,103.2580099261935,4.126179896521293,0.5100033344448149,0.1415407827851921,0.2857613711272248,0.573170731707317,0.573170731707317,91.13414634146342,33.670731707317074,73.14634146341463,7.2682926829268295,19.29268292682927,16.524390243902438,21.646341463414632,10.573170731707316,25.0609756097561,22.170731707317074,12.012195121951219,8.21951219512195,4.146341463414634,20.548780487804876,88.54878048780488,32.609756097560975,70.57317073170732,6.2560975609756095,16.121951219512194,17.073170731707318,22.48780487804878,10.658536585365853,26.426829268292682,22.170731707317074,15.158536585365853,6.146341463414634,4.097560975609756,20.329268292682926,0.6341463414634146,0.5121951219512195,0.5714285714285714,1562.521783173287,10
1995,1610612741,8625.0,3293.0,6892.0,544.0,1349.0,1495.0,2004.0,1247.0,2411.0,2033.0,1134.0,745.0,345.0,1807.0,7621.0,2880.0,6428.0,437.0,1249.0,1424.0,1985.0,981.0,2136.0,1592.0,1347.0,595.0,312.0,1856.0,7730.9,7736.875,82,72,111.56527700526459,98.50230228612973,13.062974719134857,0.517266395821242,0.14668408594083485,0.3686077446053798,0.8780487804878049,0.8780487804878049,105.1829268292683,40.15853658536585,84.04878048780488,6.634146341463414,16.451219512195124,18.23170731707317,24.4390243902439,15.207317073170731,29.402439024390244,24.79268292682927,13.829268292682928,9.085365853658537,4.2073170731707314,22.036585365853657,92.9390243902439,35.1219512195122,78.39024390243902,5.329268292682927,15.231707317073171,17.365853658536587,24.20731707317073,11.963414634146341,26.048780487804876,19.414634146341463,16.426829268292682,7.2560975609756095,3.8048780487804876,22.634146341463413,0.9512195121951219,0.8048780487804879,0.7777777777777778,1772.6997460611037,2
1995,1610612742,8409.0,3124.0,7431.0,735.0,2039.0,1426.0,1975.0,1408.0,2379.0,1913.0,1240.0,642.0,342.0,1836.0,8811.0,3403.0,6921.0,470.0,1193.0,1535.0,2097.0,1087.0,2726.0,1978.0,1314.0,702.0,531.0,1841.0,8201.125,8144.075,82,26,102.5347132253197,108.18908224690958,-5.654369021589872,0.469856008612569,0.15119876846164398,0.3405902273826802,0.3170731707317073,0.3170731707317073,102.54878048780488,38.09756097560975,90.6219512195122,8.963414634146341,24.865853658536587,17.390243902439025,24.085365853658537,17.170731707317074,29.01219512195122,23.329268292682926,15.121951219512194,7.829268292682927,4.170731707317073,22.390243902439025,107.45121951219512,41.5,84.40243902439025,5.7317073170731705,14.548780487804878,18.71951219512195,25.573170731707318,13.25609756097561,33.24390243902439,24.121951219512194,16.024390243902438,8.560975609756097,6.475609756097561,22.451219512195124,0.3902439024390244,0.24390243902439024,0.375,1362.6209732237373,25
1995,1610612743,8013.0,3001.0,6657.0,397.0,1148.0,1614.0,2173.0,1057.0,2487.0,1851.0,1220.0,521.0,597.0,1882.0,8235.0,3091.0,6741.0,453.0,1235.0,1600.0,2105.0,934.0,2385.0,1875.0,1077.0,617.0,418.0,1899.0,7852.175,7883.875,82,35,102.04815863120726,104.45371089724279,-2.405552266035528,0.48062190175754843,0.1553709640959352,0.30708890180127835,0.4268292682926829,0.4268292682926829,97.71951219512195,36.59756097560975,81.1829268292683,4.841463414634147,14.0,19.682926829268293,26.5,12.890243902439025,30.329268292682926,22.573170731707318,14.878048780487806,6.353658536585366,7.280487804878049,22.951219512195124,100.42682926829268,37.69512195121951,82.20731707317073,5.524390243902439,15.060975609756097,19.51219512195122,25.670731707317074,11.390243902439025,29.085365853658537,22.865853658536587,13.134146341463415,7.524390243902439,5.097560975609756,23.158536585365855,0.5853658536585366,0.2682926829268293,0.5,1436.617445716441,21
1995,1610612744,8334.0,3056.0,6700.0,447.0,1199.0,1775.0,2340.0,1173.0,2285.0,1889.0,1299.0,706.0,470.0,1835.0,8453.0,3206.0,6753.0,477.0,1308.0,1564.0,2097.0,1114.0,2292.0,2098.0,1327.0,698.0,385.0,1959.0,7937.5,7962.075,82,36,104.99527559055117,106.16579220868931,-1.1705166181381372,0.4894776119402985,0.16365354330708662,0.3385281385281385,0.43902439024390244,0.43902439024390244,101.63414634146342,37.26829268292683,81.70731707317073,5.451219512195122,14.621951219512194,21.646341463414632,28.536585365853657,14.304878048780488,27.865853658536587,23.036585365853657,15.841463414634147,8.609756097560975,5.7317073170731705,22.378048780487806,103.08536585365853,39.09756097560975,82.35365853658537,5.817073170731708,15.951219512195122,19.073170731707318,25.573170731707318,13.585365853658537,27.951219512195124,25.585365853658537,16.182926829268293,8.512195121951219,4.695121951219512,23.890243902439025,0.5609756097560976,0.3170731707317073,0.42857142857142855,1449.1393047265494,20
1995,1610612745,8404.0,3078.0,6638.0,637.0,1761.0,1611.0,2106.0,919.0,2455.0,1982.0,1204.0,645.0,476.0,1753.0,8261.0,3178.0,6910.0,482.0,1344.0,1423.0,2012.0,1126.0,2499.0,1945.0,1183.0,670.0,400.0,1847.0,7923.35,7922.7,82,48,106.06624723128475,104.27000896159137,1.7962382696933759,0.5116752033745104,0.15195592773258784,0.26887068461088354,0.5853658536585366,0.5853658536585366,102.48780487804878,37.53658536585366,80.95121951219512,7.7682926829268295,21.475609756097562,19.646341463414632,25.682926829268293,11.207317073170731,29.9390243902439,24.170731707317074,14.682926829268293,7.865853658536586,5.804878048780488,21.378048780487806,100.7439024390244,38.75609756097561,84.26829268292683,5.878048780487805,16.390243902439025,17.353658536585368,24.536585365853657,13.731707317073171,30.475609756097562,23.71951219512195,14.426829268292684,8.170731707317072,4.878048780487805,22.524390243902438,0.6585365853658537,0.5121951219512195,0.625,1527.2433793093476,9
1995,1610612746,8153.0,3126.0,6618.0,509.0,1374.0,1392.0,1984.0,979.0,2190.0,1672.0,1299.0,703.0,411.0,2008.0,8448.0,3090.0,6471.0,444.0,1195.0,1824.0,2444.0,1034.0,2362.0,1658.0,1321.0,689.0,401.0,1860.0,7880.4,7918.9,82,29,103.4592152682605,106.68148353938048,-3.2222682711199866,0.5108038682381384,0.1648393482564337,0.2930260401077522,0.35365853658536583,0.35365853658536583,99.42682926829268,38.1219512195122,80.70731707317073,6.2073170731707314,16.75609756097561,16.975609756097562,24.195121951219512,11.939024390243903,26.70731707317073,20.390243902439025,15.841463414634147,8.573170731707316,5.012195121951219,24.48780487804878,103.02439024390245,37.68292682926829,78.91463414634147,5.414634146341464,14.573170731707316,22.24390243902439,29.804878048780488,12.609756097560975,28.804878048780488,20.21951219512195,16.109756097560975,8.402439024390244,4.890243902439025,22.682926829268293,0.4634146341463415,0.24390243902439024,0.2857142857142857,1361.374484981741,24
1995,1610612747,8438.0,3216.0,6706.0,477.0,1359.0,1529.0,2049.0,995.0,2303.0,2080.0,1132.0,722.0,516.0,1702.0,8073.0,3118.0,6806.0,442.0,1203.0,1395.0,1891.0,1146.0,2316.0,2006.0,1280.0,588.0,483.0,1806.0,7816.275,7838.225,82,53,107.95423651291696,102.99525721703573,4.958979295881235,0.5151356993736952,0.14482602006710357,0.30051344004832375,0.6463414634146342,0.6463414634146342,102.90243902439025,39.21951219512195,81.78048780487805,5.817073170731708,16.573170731707318,18.646341463414632,24.98780487804878,12.134146341463415,28.085365853658537,25.365853658536587,13.804878048780488,8.804878048780488,6.2926829268292686,20.75609756097561,98.45121951219512,38.02439024390244,83.0,5.390243902439025,14.670731707317072,17.01219512195122,23.0609756097561,13.975609756097562,28.24390243902439,24.463414634146343,15.609756097560975,7.170731707317073,5.890243902439025,22.024390243902438,0.7317073170731707,0.5609756097560976,0.7777777777777778,1643.4668215290503,7
